,year,att,std,score,model,response,treat_year,year_imp,stfips_imp,fownu18_imp,faminctm1_imp,a_maritl_imp,female_imp,fpovcut_imp,povll_imp,anykids_imp,disability_imp,noemp_insured_imp,A_imp,adjusted_year
0,1992,-0.3538006866432653,0.0688038347640252,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,-5
1,1993,-0.2428289401197106,0.07587835177133054,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,-4
2,1994,0.02826723540458623,0.0686624200800851,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,-3
3,1995,0.6959399446242268,0.09006701846183732,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,-2
4,1996,0.24824015062124655,0.0717856993229908,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,-1
5,1997,0.5675836404865531,0.10043274825081418,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,0
6,1998,0.9383729455050834,0.11898710100397462,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,1
7,1999,1.5023060450918442,0.14583735223261543,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,2
8,2000,2.479217012453412,0.18525748228955624,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,3
9,2001,3.0240079154809045,0.24386989749556984,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,4
10,2002,3.7169196393752815,0.28958427439047496,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,5
11,2003,3.927192535811324,0.30357126360432807,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,6
12,2004,3.6841383639016456,0.2960466776447646,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,7
13,2005,3.728976648822842,0.30830244372883286,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,8
14,2006,4.019270470438967,0.31843993827703176,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,9
15,2007,3.633140207028022,0.3106999398642191,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,10
16,2008,3.3986202849494287,0.3074224693400805,0.9065973327126848,large_randf,pubonly,1997,0.10654204396704281,0.10270121359289627,0.05869752014952799,0.24836099575773055,0.024430804065762368,0.026173400632046557,0.15894497332510302,0.14057208496172638,0.013600081374857947,0.02357903466603355,0.06217145336727116,0.03422639414000138,11
17,1992,0.30547226091325924,0.03591558451421108,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,-6
18,1993,0.012754840365004919,0.03544005285625057,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,-5
19,1994,0.14111000320849434,0.03121608503735617,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,-4
20,1995,0.07169323981545775,0.03482334285919918,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,-3
21,1996,-0.037830331635078866,0.02800620922573807,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,-2
22,1997,0.1441898603113443,0.03138954165056511,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,-1
23,1998,0.388036029410575,0.035870309964414995,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,0
24,1999,1.0310645800499967,0.051053426170685166,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,1
25,2000,1.6778827293928218,0.0761982838846725,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,2
26,2001,2.383350544366045,0.08858045475454891,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,3
27,2002,2.9245244973210385,0.10090573142046656,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,4
28,2003,3.435741400281485,0.1129540329052791,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,5
29,2004,3.774916896569066,0.12021946947397225,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,6
30,2005,3.6346588990932323,0.12462184293609553,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,7
31,2006,3.7037102625322396,0.12781616451664154,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,8
32,2007,3.612197186883347,0.12983711483652283,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,9
33,2008,3.8831852481954185,0.1368022288275285,0.9150065565692213,large_randf,pubonly,1998,0.0877749563136559,0.11348917637930563,0.06869466369688151,0.24888826391755042,0.021955867804585402,0.0219614120770047,0.14259678873517143,0.15046325354391193,0.01614522344154043,0.02626688272792809,0.0645897302138397,0.03717378114862489,10
34,1992,0.10043060514704213,0.059876391995619865,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,-7
35,1993,0.12043955339272525,0.058689654776126456,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,-6
36,1994,-0.3954490383253147,0.06333537064841434,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,-5
37,1995,-0.2041608357686263,0.06550161995741462,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,-4
38,1996,0.2522155091792209,0.05835218562110976,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,-3
39,1997,0.003575731557600824,0.06348572100310738,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,-2
40,1998,0.5845035405593305,0.06926229071507833,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,-1
41,1999,0.7282831221694895,0.09124480666981455,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,0
42,2000,1.5736509638889773,0.11604577209577505,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,1
43,2001,1.9242250304277286,0.13455218089851534,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,2
44,2002,2.1691307881994657,0.16116410448146376,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,3
45,2003,2.1800775874295817,0.1693001189703188,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,4
46,2004,2.453908463299138,0.17974380273804313,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,5
47,2005,2.24448169664666,0.1874409440170828,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,6
48,2006,2.2292821931212443,0.19265069323479939,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,7
49,2007,2.0975863104942363,0.2000418818894735,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,8
50,2008,2.7923769796621234,0.2120658508723675,0.9124972904746447,large_randf,pubonly,1999,0.09654144869553301,0.08519388018181913,0.06737323099816853,0.2541642268942697,0.020105446389523142,0.023515984224118824,0.1520553487334682,0.15681845359258895,0.014546753976452446,0.0246878008214564,0.07363650928339471,0.031360916209207036,9
51,1992,-0.10866965620328851,0.07020917550846924,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-16
52,1993,0.028699551569506675,0.06132437788319124,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-15
53,1994,0.04245142002989536,0.05490440552732309,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-14
54,1995,0.24340878354331294,0.08746402692263353,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-13
55,1996,0.45622464232329696,0.16282664586644113,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-12
56,1997,0.24316732867189886,0.14643925505735114,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-11
57,1998,0.5340014105660431,0.19517006076747323,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-10
58,1999,-0.10413628059367963,0.15216967358848507,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-9
59,2000,-1.0268446799836932,0.18984773191805068,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-8
60,2001,0.6103591607199286,0.14305957086820417,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-7
61,2002,0.4986499797516887,0.24616272175480108,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-6
62,2003,-0.42314285946572955,0.1961256513088091,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-5
63,2004,1.2754102453522134,0.3002295678434209,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-4
64,2005,1.0455484205492067,0.24680559106500513,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-3
65,2006,0.820961733500092,0.29759959899568234,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-2
66,2007,0.4188915632150298,0.2969379381721032,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,-1
67,2008,-1.504516555908951,0.3799195748692414,0.8869015356820235,large_randf,pubonly,2008,0.1159179930585335,0.0,0.0744770913464648,0.2560627103744685,0.013249984380935017,0.029813161310188775,0.1806161614502069,0.15936757190297696,0.02074840006482511,0.025521627880263735,0.08822964956452554,0.035995648666611126,0
